#token    category
I think i am gonna plan a trip to the Fiji Islands    travel
I want some icecream sooo bad    food
I will erase his number for the 100th time and pretend that it will make a difference .    trifle
I wanna go on a road trip . Mhmm ... I wanna be with my friends    travel
I wish i could tweet about talking to famous people , too , and having crazy plans . Well , guess i could if i wanted . hmmmm    trifle
I hope i get a job there and then it can happen ♥    career
I can’t see you though I think you face in this direction .    non-intent
I BET YOU CANT GUESS WHO ?????????????    non-intent
I need a hair cut !!!!    goods
I want a new kitten now    goods
I just got served ... some dude just came to my house and gave me a summons paper saying i will be sued by the hospital . fml .    non-intent
I am so excited to eat some delicious Mexican food . Jalepenos in Peru is off the chain !    food
I hope to do more shopping this weekend but not likely .    goods
I need to eat some fruit today before I get scurvy . And an orange 5 Hour Energy shot doesn't count .    food
I WANT TO DANCE omg it is midnight and i am so energetic its ridiculous !!    event
I have to wear heels instead of wedges .. I think , whatever I still have to wear them for my aunt's wedding .    goods
I really want this company to spring for a trip to Molokai . So much more than lepers !    travel
I want an at&t eternity soooo bad .    goods
I know what I have to do , I just have to figure out how to do it .    non-intent
I need a hug this morning . Anyone giving out hugs ?    event
I must try Pop Burger soon    food
I wish I could speak French in Russian .    career
I think I need a nap !!    trifle
I want a small flock of chickens for my urban back yard .    goods
I tried to fake a s'more using a microwave and some Fluff . It was a complete bust .    non-intent
i want to see Up the movie    event
I wanna go to a baseball game and get a hot dog    event
I hope I get that jeep    goods
I know I just didn't know how to do it lol    non-intent
I think I spelled it wrong there ....    non-intent
I can't believe they killed him I want say who because I don't wanna tell the movie    non-intent
i wanna finish reading all of the harrypotter books .... no , i WILL .    event
I need an iPhone #swaptree    goods
I need a job . Anyone know one that's easy and pays good ? Lol    career
i can only hope that no robots were harmed in the making of this film    non-intent
I need a pedicure , and bad before we go anywhere on Thursday . Also , vacation coming up ! WOOOT .    goods
I don't think I will be able to water my plants anymore . Just the thought of snakes gives me the willies !!!    non-intent
I hate having to sacrifice correct grammar and punctuation to get what I have to say in the box .    non-intent
I need some sort of activist t-shirt , anybody have any or any ideas ?    goods
I hope I never get acne ...    trifle
I think I should go to the beach this weekend    travel
I rlly wanna eat huge strawberry .. But it's so expensive ... Huhuhu .. I think they dun have it in Makassar .. It's so delicious .. rlly sweet    food
I hate packing . Going to London was supposed to make me realize that I could pack relatively lightly . Ha . Lesson not learned .    non-intent
I really want to see Daft Punk live again ...    event
I would really like to be a successful matchmaker . It's not that I'm not successful , I'm just not one at all . This should change .    career
I hope people like my test , I tried to make it not too dumb ^^'    trifle
I need a jobbbb . anywhere hiring ?    career
I need to find a doctor I hate walk in clinics    goods
i want to go shopping for the Atl trip , but i don't need to . i still have clothes with tags on the , & shoes only worn once . =/    goods
I Can See I Will Be Leaving early smfh    non-intent
I need a nap . A nice long nap . #fb    trifle
I must have my laptop fixed .......    goods
I never realized how many marketing plans I would need to write while getting wan mba .    career
I need a job . Anyone know who's hiring ?    career
I think I been watchin too much true crime tv lately ... got my dogs sickin ' the door at the wind now paranoid as hell ! lol    non-intent
I havent seen a Tiny chat link in a while .    non-intent
i want to go to the beach !!!! 36 more day til panama city !!!!!!!!    travel
I really need to talk nd no one will reply nd one person said tht they didnt want to talk ... im gonna go cry now    non-intent
i think i said too many words . there is nothing i can say anymore than ; i am sorry , i loved you and you didnt notice it .    non-intent
I finally got to take a nap today !! The world seems like a much happier place now .    trifle
I could go see the new Harry Potter right now at Cinema Latino . I've read the book , surely I can figure out context from visual cues .    event
I wanna kiss you . but I'm too shy because my friends think you'r ugly !    trifle
I had a two week holiday - I didn't work those two weeks - but I went to church and worked there - why didn't I go to queensland ??    travel
I really need to go to that concert of Tokio Hotel , I hope they are going to give more information about it >_< #humanoid    event
I want some new ink .    goods
I am soo hungry . I want sum of my famous tortilla soup that i made for dinner tonight . should I ? nah ... ok , maybe just a little . ha !    food
I really need inspiration .    trifle
I need a boat . It's SO pretty outside , perfect day to be on a boat . * sigh *    goods
I don't know what I could write . xD I'm bored in a way . -.-* What could I do ...?    non-intent
I really don't like video games ...    non-intent
I should be editing .. instead I am watching the secret life of an American teenager .    non-intent
I think I forgot how to relax .    trifle
I really don't think he's dead    non-intent
I need chocolate . I NEED IT NOWWWW .    food
I need some anti-shart medicine , that was a close one .    goods
I wanna see Harry Potter at the IMAX . Lets go !    event
I must get that Tegan and Sara book . asdfghjkl .    goods
I had to give the bank money ($1 ) to close an unused account here - RIDICULOUS . -Kelly    non-intent
I am going to ride my bike to Canada .    travel
I want to take a road trip to NOLA !!    travel
I might not be the smoothest piece of wood but I know how to make a piece of furniture .    non-intent
i want to try out ubuntu linux SW but i have come across some problems . has one using ubuntu .. pls let me know    goods
I really don't believe mike is dead ! He was only 50 ! Outlived his parents !    non-intent
I should be on vacation enjoying Florida right now , but sadly I am cursed to work 7 days a week at all hours of the day and night .    travel
I need toddler high heels n nail polish    event
I could really use a stress reliver . I'm hearing some good things about heroin , think I'll try that    non-intent
I need help - what would you call a whimsical , pretty , little party planning / event coordinating business ?    event
I am trying to learn the Scottish accent . Sexiest accent in the history of language if you ask me .    career
I really want to bake cookies .    food
I am bored outta my mind !! I need a job and need it soon !! There are several places in town hiring but not getting calls ! UUUGGGHHH    career
I want to go to New York City ... and stay there forever !    travel
i need a life outside of twitter haha    non-intent
I could just eat something nice .    food
I need a pedicure . Hubby says I can get one in Cancun ... what do you think ?!    goods
I baked a Pizza , please come for a piece of my pie ... Yummy . I will talk to all of you later , keep up with good work and body . Big smile    food
I try to close my application at my school . I apply at a far cheaper state school . School 1 tries to keep me but hasn't told me anything yet    career
I want pancakes ! Haha I deserve it , I went on a bike ride this morning . What horrible logic .. haha    food
I hope they have the strength to endure this very tragic time    trifle
I need summer vacation seriously otherwise my brain's ganna die soon !    travel
I need another life in another dimension ... Something more adventures and fun .    trifle
I really want some Starbucks !! Mmmmmmm !    food
I know you can see this Kevin    non-intent
I AM TRYING TO BELIEVE .    trifle
I wanna be perfect just like you    trifle
I want me some cookies , some choco chip cooks .. And a klondike bar    food
I think I might get my haircut b4 I go on vacation . I did want to wait till my current hair was longer but I'm sick of the same style .    goods
I want 2 go 2 da beach    travel
I took full advantage of , being taken full advantage of . I took what I could get , and eventually it took the place of love .    non-intent
I really need to learn to wake up earlier .    trifle
I really need to get off here and get ready .... efff .    trifle
I think I bruised my hand when I punched the wall . Stupid parents piss me off .    non-intent
I think I ate the yummiest plum EVER !    food
i think i need a life coach    career
I need to stay out of the " snack " section of the store when Ive had coffee for breakfast AND lunch .    food
i need to stop wasting money on tween girl magazines =(    goods
I really want to go running ...    event
I really wish i wasnt awake right noww .    trifle
I really don't know why I'm following William Shatner . He's pretty boring .    non-intent
I am going to college in style ! Whoop whoop !!    career
I need a slip and slide in the backyard today !    trifle
I could run it from 11pm to like 5am ... for those with the late night baked good craving    non-intent
I want some mac and cheese but 2 hot 4 da oven    food
I come out of this night having learned many things . Most prescient , the dance clubs I attend are extremely boring , apparently .    non-intent
i think I was a hippie in one of my past lives !    non-intent
I have been productive today . When was the last time I could say that !?!?    non-intent
I was suppose to go see my boyfriend but I took so long getting ready he left out !!! Ha ha ha I didn't wanna c his not on point ass anwa ...    non-intent
I need a new hobby ....    trifle
I wanna watch up .. up .. up .. up .. up ..    career
i was going to get a converter box in feburary but i found out that my tv is digital . i found out accidentally    goods
I need a massage ... where's the closest spa !!?    goods
I would like to bottle the energy of children and sell it on the black market please . I could make a fortune !    trifle
I only sneeze when I'm at work , so I have concluded that I must be allergic to work .    non-intent
I need a new Lady Gaga album STAT !    goods
I wanna go swimming but if lil niglets can't go swimming in PA , I can hang it up !    event
I think I just bought tickets to the midnight showing of Harry Potter ...    event
I Really Want A Delicious Chocolate !!!    food
I gotta tell you joel osteen got me fired up today    non-intent
I wanna do something tonight . Someone , invite me somewhere . Now .    trifle
I wanna go to the USA !!    travel
I got to school entirely too early . Waiting for the teacher to get here .    non-intent
I have to write good-bye letters for my China people .    trifle
I hate doing administration ! I want to create something , not destroy my brain ...    trifle
I am going to extend my stay in Paris by a week ... for the love of cats .    travel
I really need my sister right now    trifle
I learned how to use a tracker for the first time . Felt like a desiptakon lol i think i spelt it wrong .    non-intent
I have the worst luck with traffic . We have made a 3 or 4 hour drive a 6 hour drive both ways so far . I must be hated by someone ...    non-intent
I will be out of a job and unable to complete school and my son won't have education bcuz preschool is so expensive !    career
I will worship You for who You are , Jesus !    non-intent
I will never understand why I keep getting these wicked headaches ...    non-intent
I think im gonna go make me a delicious turkey cheese and tomato sandwich . sounds delicious . ohh . i cant forget the mayonaise !    food
i am going to buy a giant house that i can live in with my sisters and their children .    goods
I guess i should just give up and stop fightin a loosing battle ..    trifle
I need some fruit , strawberries and an Apple maybe ? Yum , fruit cocktail !    food
I will never stop listening to this song . Place in this world - Taylor Swift . <3    event
I want to buy i-phone .    goods
I wanted to see dancing , MJ style !!    event
I wanna drink . Let's drinkkkk . Hahaha .    food
I really miss Australia is a beautiful country But the danger is that I am afraid for kangeroe's otherwise it was really fun    travel
I tell BF I need to say something nice today about him on Twitter . His reply ? " I''m a limited source to work with for saying good things . "    non-intent
I want Bob back on Twitter ... I miss him ... and I'm sad for him , cuz he loved Dixie . It'll be okay , Bob , I promise . =(    trifle
I wanna go to N.Y. right now !!!!!!!!!!!!!!    travel
I need a massage a.s.a.p. Any takers ?    goods
I would like to get a type writer ...    goods
I don't fall easily . It's to hard on on the knees . But if I did it's just one more way I could please . I'm not one 2 brag but I'm the shit .    non-intent
I wanna go back and take a 6-hour nap just like yesterday . heh    trifle
I am trying to find a job ..... endless applications and job placement centers    career
I want to be a spokesperson for hitachi magic wand !!! LOL    career
I am so tired from cleaning my house today . Think I will do a little shopping tomorrow since its no tax in GA . I cant wait .... Then workout !    goods
I want to be offered a well compensated job that I qualify for ...    career
i want to kill u !!!    trifle
i may need help with this digital switchover . do i need a new antenna ???    goods
I really want to go to the New England Aquarium again and see the new Marine Mammal Center !!!    travel
I may need a little holiday .......... it's 40 degrees here in Italy and my mind is exploding !    travel
I forgot to mention , today was my first volleyball practice after holidays . OMG It was a disaster ! I have never played so badly .    event
I need a job ! Anyone know anywhere that's hiring ?    career
I really want to go to great brittian and/or australia !    travel
I am sooooooooooooo hungry ...... and bored !! I want to go to McDonalds or SubWay ...... yummy !!    food
I guess ill go swimming . Lol .    event
I forgot to tell youll " nikki parker " and me been having good days    non-intent
I should turn you in right now .    non-intent
I think I'm going to go buy seasons 2-4 of The Hills . I'll just watch that since the show is now gonna go to hell with Kristin ...    event
i wanna be a TV extra any ideas on how i can do this ?    career
I WANNA GO TO CINEMA WITH MY BFF'S    event
I think I found my dream girl =) damn .    trifle
i want a new purse !! should i say big bag , i love big hand bags !!! =]    goods
I need a professional massage . My body is beat up something terrible .    goods
I want bread . Preferably in baguette form . ( Ooh ! WITH CHEESE ! ) I think I might need to go to the shop ....    food
I think I have a hangover . My stomach hurts .    non-intent
I forgot to bring a lunch today . Crap .    food
I really want some cold stone ice cream . Or a milkshake .    food
I have a crush . I will rape him raw if I get the chance .    trifle
I really don't get why Twitter doesn't correctly parse ampersands in the user profiles .    non-intent
I need to go to the gym like now ... I need a morning smoothie !!!    event
I think I just saved my " masterpiece " .    non-intent
I think I got a job . Not definite yet though but damn close . Im gonna be a car salesman ! lol . Its great money though and Im used to long ...    career
I should go to the bathroom now .    trifle
I really wish these annoucers would shut up about Crosby . Every other sentence is about him .    non-intent
I need to cut my damn toe nails .... Lol    trifle
I am about to go eat at ihop ..... Yummy ... Then im goin to workout .... yea get in some cardio and rarely b on twitter this shit sucks !!!    food
I want all of my homework to magically be done ...    trifle
I WANNA DANCE .......!!!!!    event
I wanna kiss you , but if i do then i might miss you babe . It's complicated and stupid , got my ass SQUEEZED by sexy cupid    trifle
I really don't know when to stop do i ?    non-intent
I think I want to move to a new city .... Any ideas ??    travel
i tried to sing but it sounded like a dying cat .    non-intent
I shall wear a jewel encrusted glove and take a monkey to work by way of homage .    trifle
I keep getting letters from NYU , and I wanna go so badly ! I can't believe they offer so few scholarships . I'm just not happy w/ Uni of Bama .    career
I need to do some shopping tomo .... I think I will start at the apple store , I need a new laptop case    goods
i wanna be where YOU are    trifle
I finished my Externship last night now I can go back to a normal life !!!    trifle
I am happy to be in Australia , although we all share the same space their seems to be an underlying silence you can hear here . It's beautiful    travel
I think I had to much coffee today , so shaky .    non-intent
i may stay up all night !    trifle
I wana go back in time . I think i made the wrong decision !    trifle
I gotta peee ! and eventually eat ..    trifle
I apologize to people I should be following and share ideas with I am blocked by the " agressive " policy of tweeter paranoia of an other age    non-intent
I want a job . But not just any job , that's the problem . I could probably get a sales job , but in all honesty , I don't want one .    career
i wanna get a big michael jackson picture for my wall .    goods
I havent been this tired in a long time ... and we're still not done .    non-intent
I thinkvthe Vikings should take a chance on Michael Vick since Brett Favre left them hanging . I would say Vick's skill alone is a good risk .    non-intent
I want a big yummy lunch . 1000 dollars . And some new jeans    food
I wanna go to Japan this October . grrrr .    travel
